tconst,primaryTitle,startYear,endYear,rank,averageRating,numVotes,directors,writers,genres,IMDbLink,Title_IMDb_Link,Title,Released,Genre,Runtime,imdbRating,imdbVotes,BoxOffice
tt0092400,Married... with Children,1987,1997.0,498,8.1,115012,"Gerry Cohen, Linda Day, Amanda Bearse, Sam W. Orender, Tony Singletary, Bill Brown, Mark K. Samuels, Zane Buzby, Brian Levant, Arlando Smith, James Eric Hornbeck, John Sgueglia, Katherine Green, Richard Correll","Ron Leavitt, Michael G. Moye, Larry Jacobson, Ralph Farquhar, Stacie Lipp, Ellen L. Fogle, Kevin Curran, Sandy Sprung, Marcy Vosburgh, Alison Taylor, Eric Abrams, Valerie Ahern, Matthew Berry, Steve Faber, Bob Fisher, Christian McLaughlin, Nancy Neufeld Callaway, Katherine Green, Richard Gurman, Russell Marcus, Kim Weiskopf, Al Aidekman, Arthur Silver, Gabrielle Topping, Calvin Brown Jr., Garry Bowren, Laurie Lee-Goss, David Castro, Vince Cheung, Ben Montanio, Mindy Morgenstern, Dvora Inwood, Fran Kaufer Shimp, Tracy Gamble, Richard Vaczy, J. Stanford Parker, Carl Studebaker, Cindy Begel, Jeanne Baruch, Jeanne Romano, Diane Burroughs, Joey Gutierrez, Ilunga Adell, Joel Valentincic, Scott Zimbler, Donald R. Beck, Wayne Kline, Dan O'Keefe, Paul Wales, Todd Newman, Pamela Eells, Terry Maloney Haley, Ron Burla, Matt Geller, John Vorhaus, Jerry Perzigian, Pamela Wick, Susan Cridland Wick, Steve Bing, Jan Citron, Jules Dennis, Sara Finney-Johnson, Steve Granat, Lesa Kite, Sheldon Krasner, Richard Mueller, Len O'Neill, William Rogers, Lisa Rosenthal, David Saling, Mel Sherer, Vida Spears, Rob Ulin, Paul Diamond, Sjoux Doanham, Art Everett, John Brancato, Allan Davis, Glenn Eichler, Michael Ferris, Peter Gaffney, Chip Johannessen, Bill Prady, John Rinker, Brian Scully, Lisa Chernin, Steve Crider, P. Sharon, Andrew Smith, Eddie Feldmann, Peter Gaulke, George Tricker, Brad Yuen, Mark Driscoll, Barry Gold, John Glenn Houston, Doug McIntyre, Nancy Steen, Paul Corrigan, Brad Walsh, Michele J. Wolff, Jimmy Aleck, Donelle Buck, Jim Keily, David Faustino",Comedy,"<a href=""https://www.imdb.com/title/tt0092400"" target=""_blank"">tt0092400</a>","<a href=""https://www.imdb.com/title/tt0092400"" target=""_blank"">Married... with Children</a>",Married... with Children,05 Apr 1987,Comedy,22 min,8.1,"114,890",
tt2879552,11.22.63,2016,2016.0,499,8.1,109668,"James Strong, Frederick E.O. Toye, John David Coles, James Franco, James Kent, Kevin Macdonald","Bridget Carpenter, Stephen King, Brigitte Hales, Quinton Peeples, Joe Henderson, Brian Nelson","Drama, Mystery, Romance","<a href=""https://www.imdb.com/title/tt2879552"" target=""_blank"">tt2879552</a>","<a href=""https://www.imdb.com/title/tt2879552"" target=""_blank"">11.22.63</a>",11.22.63,15 Feb 2016,"Drama, Mystery, Romance",60 min,8.1,"109,277",
tt15677150,Shrinking,2023,,500,8.1,100920,"Randall Keenan Winston, James Ponsoldt, Zach Braff, Ry Russo-Young, Jamie Babbit, Bill Lawrence, Anu Valia","Brett Goldstein, Bill Lawrence, Jason Segel, Sofi Selig, Sasha Garron, Zack Bornstein, Neil Goldman, Rachna Fruchbom, Brian Gallivan, Annie Mebane, Bill Posley, Wally Baram, Ashley Nicole Black, Kyra Brown, C.J. Hoke","Comedy, Drama","<a href=""https://www.imdb.com/title/tt15677150"" target=""_blank"">tt15677150</a>","<a href=""https://www.imdb.com/title/tt15677150"" target=""_blank"">Shrinking</a>",Shrinking,27 Jan 2023,"Comedy, Drama",N/A,8.1,"98,556",
tt0312172,Monk,2002,2009.0,501,8.1,98648,"Randy Zisk, Jerry Levine, Andre Belgrader, Michael Zinberg, Anton Cropper, Michael W. Watkins, Anthony R. Palmieri, David Breckman, Dean Parisot, Kevin Inch, Rob Thompson, Ron Underwood, Philip Casnoff, David Grossman, Stephen Surjik, Paris Barclay, Wendey Stanzler, Tawnia McKiernan, Adam Arkin, Milan Cheylov, Stephen Cragg, Adam Davidson, Nick Marck, Adam Shankman, Tom DiCillo, Michael Spiller, Lawrence Trilling, Tony Bill, Scott Foley, Michael Fresco, Craig Zisk, Eric Laneuville, Allison Liddi-Brown, Robert Singer, Jefery Levy, Chris Long, Peter Weller, Jonathan Collier, Mike Listo, Sam Weisman, Barnet Kellman, Arlene Sanford, Mary Lou Belli, David Hoberman, Kevin Hooks, Chuck Parker, Joe Pennella","Andy Breckman, Hy Conrad, Daniel Dratch, David Breckman, Tom Scharpling, Joe Toplyn, Dylan Morgan, Josh Siegal, James Krieg, Peter Wolk, Jack Bernstein, Lee Goldberg, William Rabkin, Nell Scovell, Jonathan Collier, Daniel Gaeta, Tom Gammill, Max Pross, Salvatore Savo, David M. Stern, Michael Angeli, Joe Ventura, Siobhan Byrne O'Connor, Timothy J. Lea, Mitch Markowitz, John Romano, Rick Kronberg, Stu Levine, Wendy Mass, Karl Schaefer, Ross Abrash, Elizabeth Landau, Chris Manheim, Chuck Sklar, Liz Sagal, Charles Evered, Blair Singer, Ben Gruber, Rob LaZebnik, Daniel Schofield, Alan Zweibel, Anthony Maranville, Jon Wurster, Beth Armogida, Justin Brenneman","Comedy, Crime, Drama","<a href=""https://www.imdb.com/title/tt0312172"" target=""_blank"">tt0312172</a>","<a href=""https://www.imdb.com/title/tt0312172"" target=""_blank"">Monk</a>",Monk,12 Jul 2002,"Comedy, Crime, Drama",44 min,8.1,"98,418",
tt0758790,The Tudors,2007,2010.0,502,8.1,84593,"Ciaran Donnelly, Jeremy Podeswa, Dearbhla Walsh, Steve Shill, Brian Kirk, Alison Maclean, Charles McDougall, Jon Amiel, Colm McCarthy",Michael Hirst,"Drama, History, Romance","<a href=""https://www.imdb.com/title/tt0758790"" target=""_blank"">tt0758790</a>","<a href=""https://www.imdb.com/title/tt0758790"" target=""_blank"">The Tudors</a>",The Tudors,01 Apr 2007,"Drama, History, Romance",60 min,8.1,"84,440",
tt7772588,For All Mankind,2019,,503,8.1,79676,"Sergio Mimica-Gezzan, Meera Menon, Dan Liu, Andrew Stanton, Sylvain White, Sarah Boyd, Allen Coulter, John Dahl, Seth Gordon, Dennie Gordon, Michael Morris, Wendey Stanzler, Craig Zisk, Lukas Ettlin, Maja Vrvilo","Ronald D. Moore, Ben Nedivi, Matt Wolpert, Stephanie Shannon, Sabrina Almeida, Eric W. Phillips, Bradley Thompson, David Weddle, Nichole Beattie, Joe Menosky, Andrew Black, Jovan Robinson, Kate Burns, Nina Braddock, Naren Shankar, Colby Day, Kira Snyder","Drama, Sci-Fi","<a href=""https://www.imdb.com/title/tt7772588"" target=""_blank"">tt7772588</a>","<a href=""https://www.imdb.com/title/tt7772588"" target=""_blank"">For All Mankind</a>",For All Mankind,01 Nov 2019,"Drama, Sci-Fi",60 min,8.1,"79,342",
tt8690918,Resident Alien,2021,,504,8.1,75261,"Robert Duncan McNeill, Shannon Kohli, Kabir Akhtar, Brennan Shroff, Lea Thompson, Jay Chandrasekhar, Jennifer Phang, Warren P. Sonoda, Claudia Yarmy, Alan Tudyk, David Dobkin, Nastaran Dibai, Andrew Seklir","Peter Hogan, Steven Parkhouse, Chris Sheridan, Emily Eslami, Jeffrey Nieves, Sarah Beckett, Tommy Pico, Biniam Bizuneh, Elias Benavidez, Tazbah Chavez, Alexandra Lazarowich, Kelechi Urama, Nastaran Dibai, Christian Taylor, Jenna Lamia, Njeri Brown, Zach Cannon, Cherry Chevapravatdumrong, Robert Duncan McNeill, Donald Todd, Aaron Wiener","Comedy, Drama, Mystery","<a href=""https://www.imdb.com/title/tt8690918"" target=""_blank"">tt8690918</a>","<a href=""https://www.imdb.com/title/tt8690918"" target=""_blank"">Resident Alien</a>",Resident Alien,27 Jan 2021,"Comedy, Drama, Mystery",44 min,8.1,"75,453",
tt0106145,Star Trek: Deep Space Nine,1993,1999.0,505,8.1,74325,"David Livingston, Les Landau, Winrich Kolbe, Allan Kroeker, LeVar Burton, Avery Brooks, Rene Auberjonois, James L. Conway, Cliff Bole, Michael Vejar, Alexander Singer, Kim Friedman, Reza Badiyi, Jonathan West, Paul Lynch, Corey Allen, David Carson, Victor Lobl, Stephen L. Posey, Jonathan Frakes, Michael Dorn, Jesús Salvador Treviño, John T. Kretchmer, Alexander Siddig, Anson Williams, Chip Chalmers, Robert Legato, Robert Scheerer, Robert Wiemer, Andrew Robinson, Gabrielle Beaumont, Allan Eastman, Tony Dow","Rick Berman, Michael Piller, Gene Roddenberry, Robert Hewitt Wolfe, Bradley Thompson, David Weddle, Ira Steven Behr, Ronald D. Moore, Hans Beimler, René Echevarria, Peter Allan Fields, James Crocker, Jim Trombetta, Joe Menosky, Mark O'Connell, Hilary Bader, Michael Taylor, Evan Somers, Jeri Taylor, Naren Shankar, Richard Danus, Morgan Gendel, Jeanne Carrigan-Fauci, Frederick Rappaport, Lisa Rich, Gary Holland, Tom Benko, Gordon T. Dawson, Bill Dial, David Mack, John J. Ordover, Ethan H. Calk, Robert Lederman, David R. Long, Nicholas Corea, Toni Marberry, Jack Treviño, Pam Pietroforte, Bryan Fuller, Philip Kim, Steven Baum, Kurt Michael Bensmiller, Sally Caves, Nell McCue Crawford, William Crawford, Jill Donner, Don Carlos Dunaway, Gabe Essoe, D.C. Fontana, David Livingston, Michael McGreevey, Kelley Miles, Katharyn Powers, Sam Rolfe, Gerald Sanford, Hannah Louise Shearer, John Whelpley, Gene Wolande, John Wright, Andrea Moore Alton, Paul Robert Coyle, Jeff King, Flip Kobler, Mike Krohn, Philip LaZebnik, D. Thomas Maio, Richard Manning, Cindy Marcus, Christopher Teague, Steve Warnek, David S. Cohen, Christian Ford, Bob Gillan, Lisa Klink, John Shirley, Roger Soffer, Martin A. Winer, Lynn Barker, Majel Barrett, Robert J. Bolivar, George A. Brozak, Rick Cason, Louis P. DeSantis, Jane Espenson, David Gerrold, Barbara J. Lee, Jenifer A. Lee, Daniel Keys Moran, Brice Parker, L.J. Strom, Pam Wigginton, Truly Barr Clark, Jimmy Diggs, Scott J. Neal, Edmund Newton, Robbin L. Slocum, Gabrielle G. Stanton, Harry Werksman, Marc Scott Zicree, Spike Steingasser, William N. Stape","Action, Adventure, Drama","<a href=""https://www.imdb.com/title/tt0106145"" target=""_blank"">tt0106145</a>","<a href=""https://www.imdb.com/title/tt0106145"" target=""_blank"">Star Trek: Deep Space Nine</a>",Star Trek: Deep Space Nine,03 Jan 1993,"Action, Adventure, Drama",45 min,8.1,"73,417",
tt0374455,Stargate: Atlantis,2004,2009.0,506,8.1,73886,"Martin Wood, Andy Mikita, William Waring, Peter DeLuise, Brad Turner, Mario Azzopardi, Robert C. Cooper, Brenton Spencer, Ken Girotti, Holly Dale, James Head, David Warry-Smith, David Winning, Neill Fearnley, Paul Ziller, Martin Gero, Peter F. Woeste","Robert C. Cooper, Brad Wright, Martin Gero, Carl Binder, Joseph Mallozzi, Paul Mullie, Alan McCullough, Damian Kindler, Peter DeLuise, Ken Cuperus, Jill E. Blotevogel, Kerry Glover, Mary Kaiser, Joe Flanigan, Alex Levine, Alan Brennert, Melissa R. Byer, Sean Carley, Treena Hancock, Holly Henderson, Don Whitehead, Scott Nimerfro, David Schmidt, Dean Devlin, Roland Emmerich","Action, Adventure, Drama","<a href=""https://www.imdb.com/title/tt0374455"" target=""_blank"">tt0374455</a>","<a href=""https://www.imdb.com/title/tt0374455"" target=""_blank"">Stargate: Atlantis</a>",Stargate: Atlantis,16 Jul 2004,"Action, Adventure, Drama",1 min,8.1,"73,749",
tt2930604,Star Wars: Rebels,2014,2018.0,507,8.1,64119,"Dave Filoni, Justin Ridge, Steward Lee, Bosco Ng, Saul Ruiz, Melchior Zwyer, Sergio Páez, Steven G. Lee, Brad Rau","Simon Kinberg, Carrie Beck, Dave Filoni, George Lucas, Steven Melching, Henry Gilroy, Matt Michnovetz, Kevin Hopps, Greg Weisman, Christopher L. Yost, Gary Whitta, Bill Wolkoff, Nicole Dubuc, Brent Friedman, Charles Murray, Kiri Hart","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt2930604"" target=""_blank"">tt2930604</a>","<a href=""https://www.imdb.com/title/tt2930604"" target=""_blank"">Star Wars: Rebels</a>",Star Wars: Rebels,26 Sep 2014,"Animation, Action, Adventure",22 min,8.1,"63,289",
tt18923754,Daredevil: Born Again,2025,,508,8.1,64096,"Justin Benson, Aaron Moorhead, David Boyd, Michael Cuesta, Jeffrey Nachmanoff","Matt Corman, Chris Ord, Dario Scardapane, Katharyn Blair, Bill Everett, Devon Kliger, Stan Lee, Jill Blankenship, Jesse Wigutow, Heather Bellson, David Feige, Grainne Godfree, Thomas Wong","Action, Crime, Drama","<a href=""https://www.imdb.com/title/tt18923754"" target=""_blank"">tt18923754</a>","<a href=""https://www.imdb.com/title/tt18923754"" target=""_blank"">Daredevil: Born Again</a>",Daredevil: Born Again,04 Mar 2025,"Action, Crime, Drama",N/A,8.2,"60,920",
tt0852863,Phineas and Ferb,2007,,509,8.1,62416,"Robert Hughes, Zac Moncrief, Jay Lender, Dan Povenmire, Sue Perrotto, Jeff 'Swampy' Marsh, Derek Lee Thompson, Kim Roberson, Russell Calabrese, Amber Tornquist Hollinger","Jeff 'Swampy' Marsh, Dan Povenmire, Martin Olson, Scott D. Peterson, Kaz, Antoine Guilbaud, Jim Bernstein, Kim Roberson, Michael Diederich, Aliki Theofilopoulos, Jon Colton Barry, Joe Orrantia, Bobby Gaylor, Dani Vetere, Bernie Petterson, Chong Lee, Kyle Menke, John Mathot, Jennifer Keene, Sherm Cohen, Zac Moncrief, Mike Roth, Piero Piluso, May Chan, Joshua Pruett, Robert Hughes, Perry Zombolas, Eddie Pittman, Mike Milo, Mike Bell, Edward Rivera, Edgar Karapetyan, Tom Minton, Michael B. Singleton, Chris Headrick, Alex Almaguer, Kent Osborne, Derek Thompson, Patrick O'Connor, Lance Lecompte, Devin Bunje, Jen Kirkman, Bill Motz, Bob Roth, Michael Ryan, David Shayne, Nick Stanton, Elizabeth Ito, Seth Kearsley, Martin Olsen, Calvin Suggs, Kyle Baker, Patrick A. Ventura, Timothy Björklund, Marc Ceccarelli, Marc Crisafulli, Douglas McCarthy, J.G. Quintel, Richard Goodman, Danny Jacob, L.G. Orrantia, David Teitelbaum, Sergio Armendariz, Clint Daniels, Jill Daniels, Eddy Houchins, Jeff Myers, Jonathan Howard, Damon Lindelof, George Lucas, Flamarion Ferreira, Jay Lender","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0852863"" target=""_blank"">tt0852863</a>","<a href=""https://www.imdb.com/title/tt0852863"" target=""_blank"">Phineas and Ferb</a>",Phineas and Ferb,17 Aug 2007,"Animation, Short, Action",1 min,8.1,"60,263",
tt11016042,Ripley,2024,2024.0,510,8.1,61364,Steven Zaillian,"Patricia Highsmith, Steven Zaillian","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt11016042"" target=""_blank"">tt11016042</a>","<a href=""https://www.imdb.com/title/tt11016042"" target=""_blank"">Ripley</a>",Ripley,04 Apr 2024,"Crime, Drama, Thriller",N/A,8.1,"61,019",
tt4047038,Dirk Gently's Holistic Detective Agency,2016,2017.0,511,8.1,60366,"Michael Patrick Jann, Paco Cabezas, Tamra Davis, Dean Parisot, Richard Laxton, Douglas Mackinnon, Alrick Riley, Wayne Che Yip","Douglas Adams, Max Landis, Sinead Daly, Molly Nussbaum, Robert C. Cooper, Andrew Black, Russel Friend, Garrett Lerner, Matt Goldman","Action, Adventure, Comedy","<a href=""https://www.imdb.com/title/tt4047038"" target=""_blank"">tt4047038</a>","<a href=""https://www.imdb.com/title/tt4047038"" target=""_blank"">Dirk Gently's Holistic Detective Agency</a>",Dirk Gently's Holistic Detective Agency,22 Oct 2016,"Action, Adventure, Comedy",59S min,8.1,"58,805",
tt4687880,Goliath,2016,2021.0,512,8.1,59959,"Lawrence Trilling, Dennie Gordon, Alik Sakharov, Bill D'Elia, Anthony Hemingway, Derek E. Johansen, Billy Bob Thornton","David E. Kelley, Jonathan Shapiro, Andrew Matisziw, Jennifer Ames, Steve Turner, Marisa Wegrzyn, Kerri Brady, Tony Saltzman, Noelle Valdivia, Ben Myer",Drama,"<a href=""https://www.imdb.com/title/tt4687880"" target=""_blank"">tt4687880</a>","<a href=""https://www.imdb.com/title/tt4687880"" target=""_blank"">Goliath</a>",Goliath,14 Oct 2016,Drama,60 min,8.1,"59,606",
tt16283804,One Day,2024,2024.0,513,8.1,59905,"Molly Manners, Luke Snellin, John Hardwick, Kate Hewitt","David Nicholls, Nicole Taylor, Mollie Goodfellow, Bijan Sheibani, Anna Jordan, Vinay Patel","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt16283804"" target=""_blank"">tt16283804</a>","<a href=""https://www.imdb.com/title/tt16283804"" target=""_blank"">One Day</a>",One Day,19 Aug 2011,"Drama, Romance",107 min,7.0,"172,632","$13,843,771"
tt2235759,The Great,2020,2023.0,514,8.1,59590,"Colin Bucksey, Matthew Moore, Ben Chessell, Bertie Ellwood, Geeta Vasant Patel, Amber Templemore, Zetna Fuentes, Ally Pankiw, Tricia Brock, Sheree Folkson, Jaffar Mahmood, Matt Shakman","Tony McNamara, Vanessa Alexander, Gretel Vella, Matthew Moore, Constance Cheng, Maisie Parker, Ava Pickett, Fiona Seres, Tess Morris, Amelia Roper, James Wood, Tami Sagher","Biography, Comedy, Drama","<a href=""https://www.imdb.com/title/tt2235759"" target=""_blank"">tt2235759</a>","<a href=""https://www.imdb.com/title/tt2235759"" target=""_blank"">The Great</a>",The Great,15 May 2020,"Biography, Comedy, Drama",1 min,8.1,"59,402",
tt8634332,The Righteous Gemstones,2019,2025.0,515,8.1,57923,"Jody Hill, David Gordon Green, Danny McBride, Jonathan Watson","Danny McBride, John Carcieri, Chad Handley, Jeff Fradley, C. Cooley Walters, Josh Locy, Kevin Barnett, Chris Pappas, Edi Patterson, Grant DeKernion, Scott MacArthur","Comedy, Drama","<a href=""https://www.imdb.com/title/tt8634332"" target=""_blank"">tt8634332</a>","<a href=""https://www.imdb.com/title/tt8634332"" target=""_blank"">The Righteous Gemstones</a>",The Righteous Gemstones,18 Aug 2019,"Comedy, Drama",36 min,8.1,"56,108",
tt1610527,Workaholics,2011,2017.0,516,8.1,57833,"Kyle Newacheck, Jaime Eliezer Karas, Adam Newacheck, Chris Koch, Tristram Shapeero, Christian Hoffman, Kevin Etten, Anders Holm, Rob Schrab, Benjamin Berman, Adam Devine, Eric Appel, John Fortenberry","Blake Anderson, Adam Devine, Anders Holm, Kyle Newacheck, Connor Pritchard, Dominic Russo, Scotty Landes, Sean Clements, Dominic Dierkes, Kevin Etten, Dave King, Bill Krebs, Craig DiGregorio, Jen D'Angelo, John Quaintance, Alex Blagg, Brian Keith Etheridge, Zoe Jarman, Leila Strachan, Sarah Peters, Ben Rodgers, Lewis Alsamari, Scott Rutherford, Ryan Koh, John Carcieri, Tony Goodman, Steven White, Noah Garfinkel, Dana Scanlon, Devin Field",Comedy,"<a href=""https://www.imdb.com/title/tt1610527"" target=""_blank"">tt1610527</a>","<a href=""https://www.imdb.com/title/tt1610527"" target=""_blank"">Workaholics</a>",Workaholics,06 Apr 2011,Comedy,1 min,8.1,"57,244",
tt3358020,Parasyte: The Maxim,2014,2015.0,517,8.2,56113,"Ken'ichi Shimizu, Chie Yamashiro, Hiromichi Matano, Kôji Sawai, Tôru Ishida, Naoyuki Kuzuya, Yuki Inaba, Ken'ichi Kawamura, Michita Shiraishi","Shinzô Fujita, Hitoshi Iwaaki, Shôji Yonemura","Action, Animation, Drama","<a href=""https://www.imdb.com/title/tt3358020"" target=""_blank"">tt3358020</a>","<a href=""https://www.imdb.com/title/tt3358020"" target=""_blank"">Parasyte: The Maxim</a>",Parasyte: The Maxim,31 Dec 2016,"Animation, Action, Drama",22 min,8.3,"53,147",
tt3281796,Power,2014,2020.0,518,8.1,55918,"Sanford Bookstaver, M.J. Bassett, Rob Hardy, Hernán Otaño, Anthony Hemingway, George Tillman Jr., Stefan Schwartz, Bart Wenrich, John David Coles, Kari Skogland, Dennie Gordon, Jim McKay, David Knoller, Larysa Kondracki, Gary Lennon, Solvan Naim, Kieron Hawkes, Shana Stein, Simon Cellan Jones, Bill Johnson, Lukas Ettlin, Magnus Martens, Victoria Mahoney, J. Michael Muro, Tina Mabry, Ami Canaan Mann, 50 Cent, David Rodriguez, Mario Van Peebles","Courtney A. Kemp, Monica Mitchell, Safia M. Dirie, Vladimir Cvetko, Jeff Dix, Andre J. Ferguson, Gabriela Uribe, Matt K. Turner, Raphael Jackson Jr., Damione Macedon, Gary Lennon, Randy Huggins, Salvatore Stabile, Heather Zuhlke, Theo Travers, Lauren Schmidt Hissrich, Eric Haywood, Sascha Penn, Warren Hsu Leonard","Crime, Drama","<a href=""https://www.imdb.com/title/tt3281796"" target=""_blank"">tt3281796</a>","<a href=""https://www.imdb.com/title/tt3281796"" target=""_blank"">Power</a>",Power,07 Jun 2014,"Crime, Drama",50 min,8.1,"55,861",
tt22014226,Taaza Khabar,2023,,519,8.1,55800,Himank Gaur,"Abbas Dalal, Hussain Dalal, Belal Khalique","Action, Comedy, Drama","<a href=""https://www.imdb.com/title/tt22014226"" target=""_blank"">tt22014226</a>","<a href=""https://www.imdb.com/title/tt22014226"" target=""_blank"">Taaza Khabar</a>",Taaza Khabar,06 Jan 2023,"Action, Comedy, Drama",N/A,8.1,"54,648",
tt11815682,Hacks,2021,,520,8.2,53630,"Lucia Aniello, Paul W. Downs, Desiree Akhavan, Trent O'Donnell, Jessica Brunetto, Jeff Rosenberg, Doron Max Hagay","Lucia Aniello, Paul W. Downs, Jen Statsky, Ariel Karlin, Pat Regan, Katherine Kearns, Andrew Law, Samantha Riley, Joe Mande, Aisha Muharrar, Carolyn Lipka, Joanna Calo, Guy Branum, Carol Leifer","Comedy, Drama","<a href=""https://www.imdb.com/title/tt11815682"" target=""_blank"">tt11815682</a>","<a href=""https://www.imdb.com/title/tt11815682"" target=""_blank"">Hacks</a>",Hacks,13 May 2021,"Comedy, Drama",N/A,8.2,"54,213",
tt1480684,The League,2009,2015.0,521,8.2,53427,"Jeff Schaffer, Jackie Marcus Schaffer","Jackie Marcus Schaffer, Jeff Schaffer, Dan O'Keefe, Vim Shanmugam, Justin Hurwitz, Paul Scheer, Nick Kroll, Craig DiGregorio, Dave King, Jason Mantzoukas, Seth Rogen, Mark O'Keefe, David Parker, Nathaniel Stein, Stephen Rannazzisi","Comedy, Sport","<a href=""https://www.imdb.com/title/tt1480684"" target=""_blank"">tt1480684</a>","<a href=""https://www.imdb.com/title/tt1480684"" target=""_blank"">The League</a>",The League,29 Oct 2009,"Comedy, Sport",22 min,8.2,"53,039",
tt8788458,The Promised Neverland,2019,2021.0,522,8.1,53189,"Mamoru Kanbe, Atsushi Nishigori, Yoshiki Kitai, Kaito Asakura, Satoshi Furuhashi, Hidekazu Hara, Takahiro Harada, Kakushi Ifuku, Aya Ikeda, Toshimasa Ishii, Hiroki Itai, Ryûta Kawahara, Ayako Kurata, Shôhei Yamanaka","Kaiu Shirai, Posuka Demizu, Toshiya Ôno, Nanao, Seiko Takagi, Chiaki Nagai","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt8788458"" target=""_blank"">tt8788458</a>","<a href=""https://www.imdb.com/title/tt8788458"" target=""_blank"">The Promised Neverland</a>",The Promised Neverland,14 Apr 2019,"Animation, Action, Adventure",23 min,8.2,"52,514",
tt2887954,Tokyo Vice,2022,2024.0,523,8.1,52975,"Josef Kubota Wladyka, Alan Poul, Hikari, Takeshi Fukunaga, Eva Sørhaug, Michael Mann","Jake Adelstein, J.T. Rogers, Ashley Darnall, Annie Julia Wyman, Naomi Iizuka, Brad Kane, Karl Taro Greenfeld, Arthur Phillips, Adam Stein, Jessica Brickman, Joshua Kaplan, Jen Silverman, Francine Volpe","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt2887954"" target=""_blank"">tt2887954</a>","<a href=""https://www.imdb.com/title/tt2887954"" target=""_blank"">Tokyo Vice</a>",Tokyo Vice,07 Apr 2022,"Crime, Drama, Thriller",N/A,8.1,"52,799",
tt22074164,Jury Duty,2023,2023.0,524,8.2,50875,Jake Szymanski,"Lee Eisenberg, Marcos Gonzalez, Mekki Leeper, Kerry O'Neill, Gene Stupnitsky, Evan Williams, Tanner Bean, Katrina Mathewson, Ese Shaw, Andrew Weinberg",Comedy,"<a href=""https://www.imdb.com/title/tt22074164"" target=""_blank"">tt22074164</a>","<a href=""https://www.imdb.com/title/tt22074164"" target=""_blank"">Jury Duty</a>",Jury Duty,07 Apr 2023,Comedy,N/A,8.2,"50,192",
tt0088526,The Golden Girls,1985,1992.0,525,8.2,50327,"Terry Hughes, Lex Passaris, Matthew Diamond, Jim Drake, Peter D. Beyt, Paul Bogart, Jay Sandrich, Jack Shea, Gary Shimokawa, David Steinberg, Steve Zuckerman, Robert Berlinger, Zane Buzby, Judy Pioli","Susan Harris, Winifred Hervey, Barry Fanaro, Mort Nathan, Terry Grossman, Kathy Speer, Tracy Gamble, Gail Parent, Richard Vaczy, Christopher Lloyd, Marc Cherry, Jamie Wooten, Robert Bruce, Martin Weiss, James Vallely, Tom Whedon, Jerry Perzigian, Don Seigel, Mitchell Hurwitz, Marc Sotkin, Phillip Jayson Lasker, Kevin Abbott, James Berg, Stan Zimmerman, Russell Marcus, Jeffrey Ferro, Fredric Weiss, Robert Spina, Liz Sage, Eric Cohen, Harold Apter, Susan Beavers, Bob Colleary, Jeffrey Duteil, Scott Spencer Gorden, Stuart Silverman, Jan Fischer, David Nichols, Bob Rosenfarb, Patt Shea, William Weidner, Harriett Weiss, Jeff Abugov, Rick Copp, David A. Goodman, Harriet B. Helberg, Sandy Helberg, Don Reo, Eugene B. Stein","Comedy, Drama","<a href=""https://www.imdb.com/title/tt0088526"" target=""_blank"">tt0088526</a>","<a href=""https://www.imdb.com/title/tt0088526"" target=""_blank"">The Golden Girls</a>",The Golden Girls,14 Sep 1985,"Comedy, Drama",30 min,8.2,"50,119",
tt6317068,Final Space,2018,2021.0,526,8.2,49998,"Ben Bjelajac, Mike Roberts, Anne Walker Farrell, Yoriaki Mochizuki, Juan Jose Meza-Leon, Ken Wong, Chris Paluszek, Dan O'Connor","Olan Rogers, David Sacks, Christopher Amick, Ben Mekler, Cameron Squires, Kelly Lynne D'Angelo, Deirdre Devlin, Nick Watson, Rotem Eitan, Emily Ryan Lerner, Jane Becker, Alyssa Lane, Alex J. Sherman, Dan O'Keefe, Adam Stein, Ben Bjelajac","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt6317068"" target=""_blank"">tt6317068</a>","<a href=""https://www.imdb.com/title/tt6317068"" target=""_blank"">Final Space</a>",Final Space,26 Feb 2018,"Animation, Action, Adventure",30 min,8.2,"49,724",
tt15469618,Bad Sisters,2022,,527,8.2,49852,"Dearbhla Walsh, Rebecca Gatward, Josephine Bornebusch, Stacey Gregg, James Griffiths","Brett Baer, Dave Finkel, Malin-Sarah Gozin, Sharon Horgan, Ailbhe Keogan, Perrie Balthazar, Karen Cogan, Paul Howard, Daniel Cullen, Malcolm Campbell","Comedy, Drama, Thriller","<a href=""https://www.imdb.com/title/tt15469618"" target=""_blank"">tt15469618</a>","<a href=""https://www.imdb.com/title/tt15469618"" target=""_blank"">Bad Sisters</a>",Bad Sisters,19 Aug 2022,"Comedy, Drama, Thriller",N/A,8.2,"50,062",
