tconst,primaryTitle,startYear,endYear,rank,averageRating,numVotes,directors,writers,genres,IMDbLink,Title_IMDb_Link,Title,Released,Genre,Runtime,imdbRating,imdbVotes,BoxOffice
tt31938062,The Pitt,2025,,109,8.9,49487,"Damian Marcano, Amanda Marsalis, John Cameron, Quyen Tran, John Wells, Silver Tree","R. Scott Gemmill, Valerie Chu, Elyssa Gershman, Joe Sachs, Simran Baidwan, Noah Wyle, Cynthia Adarkwa",Drama,"<a href=""https://www.imdb.com/title/tt31938062"" target=""_blank"">tt31938062</a>","<a href=""https://www.imdb.com/title/tt31938062"" target=""_blank"">The Pitt</a>",The Pitt,09 Jan 2025,Drama,N/A,8.9,"35,004",
tt2297757,Nathan for You,2013,2017.0,110,8.9,43902,"Nathan Fielder, Jason Woliner","Nathan Fielder, Michael Koman, Dan Mintz, Leo Allen, Adam Locke-Norton, Eric Notarnicola, Kyle Mooney, Andrew Weinberg, Carrie Kemper","Comedy, Documentary","<a href=""https://www.imdb.com/title/tt2297757"" target=""_blank"">tt2297757</a>","<a href=""https://www.imdb.com/title/tt2297757"" target=""_blank"">Nathan for You</a>",Nathan for You,28 Feb 2013,"Documentary, Comedy",30 min,8.9,"43,078",
tt22248376,Frieren: Beyond Journey's End,2023,,111,8.9,42819,"Keiichirô Saitô, Kazumasa Isogawa, Tomoya Kitagawa, Kôta Mori, Yoshiki Kawasaki, Takahiro Natori, Kento Matsui, Morio Asaka, Kôki Fujimoto, Daiki Harashina, Shin'ya Iino, Tôru Iwasawa, Nobuhide Kariya, Keisuke Kojima, Fujii Kunio, Izumi Seguchi, Ayaka Tsuji, Ken Andô, Kakita Hayato, Ga-Hee Im, Taku Kimura, Hirotaka Mori, Fumie Muroi, Haruka Yutoku","Tsukasa Abe, Tomohiro Suzuki, Kanehito Yamada","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt22248376"" target=""_blank"">tt22248376</a>","<a href=""https://www.imdb.com/title/tt22248376"" target=""_blank"">Frieren: Beyond Journey's End</a>",Frieren: Beyond Journey's End,29 Sep 2023,"Animation, Adventure, Comedy",N/A,8.9,"36,729",
tt2092588,Frozen Planet,2011,2012.0,112,9.0,35741,"Paul Spillenger, Mark Linfield","David Attenborough, Paul Spillenger",Documentary,"<a href=""https://www.imdb.com/title/tt2092588"" target=""_blank"">tt2092588</a>","<a href=""https://www.imdb.com/title/tt2092588"" target=""_blank"">Frozen Planet</a>",Frozen Planet,18 Mar 2012,Documentary,333 min,9.0,"35,616",
tt1877514,The Vietnam War,2017,2017.0,113,9.1,31563,"Ken Burns, Lynn Novick",Geoffrey C. Ward,"Documentary, History, War","<a href=""https://www.imdb.com/title/tt1877514"" target=""_blank"">tt1877514</a>","<a href=""https://www.imdb.com/title/tt1877514"" target=""_blank"">The Vietnam War</a>",The Vietnam War,17 Sep 2017,"Documentary, History, War",990 min,9.1,"31,028",
tt1806234,Human Planet,2011,2011.0,114,9.0,29982,"Mark Flowers, Nicolas Brown, Tom Hugh-Jones, Tuppence Stone",-,Documentary,"<a href=""https://www.imdb.com/title/tt1806234"" target=""_blank"">tt1806234</a>","<a href=""https://www.imdb.com/title/tt1806234"" target=""_blank"">Human Planet</a>",Human Planet,13 Jan 2011,Documentary,50 min,9.0,"29,671",
tt10530900,Gullak,2019,,115,9.1,26491,"Palash Vaswani, Amrit Raj Gupta, Shreyansh Pandey","Shreyansh Pandey, Durgesh Singh, Vidit Tripathi, Nikhil Vijay, Nikhil Sachan","Comedy, Drama, Family","<a href=""https://www.imdb.com/title/tt10530900"" target=""_blank"">tt10530900</a>","<a href=""https://www.imdb.com/title/tt10530900"" target=""_blank"">Gullak</a>",Gullak,27 Jun 2019,"Comedy, Drama, Family",24 min,9.1,"26,337",
tt9471962,Halka,2019,2019.0,116,9.1,25829,"Volkan Kocatürk, Mestan Sakalli, Süleyman Mert Özdemir, Basak Soysal","Selim Bener, Ali Demirel, Meryem Diri, Aziz Tuna","Action, Crime, Drama","<a href=""https://www.imdb.com/title/tt9471962"" target=""_blank"">tt9471962</a>","<a href=""https://www.imdb.com/title/tt9471962"" target=""_blank"">Halka</a>",Halka,15 Jan 2019,"Action, Crime, Drama",120 min,9.1,"17,404",
tt10048342,The Queen's Gambit,2020,2020.0,117,8.5,619347,Scott Frank,"Scott Frank, Allan Scott, Walter Tevis",Drama,"<a href=""https://www.imdb.com/title/tt10048342"" target=""_blank"">tt10048342</a>","<a href=""https://www.imdb.com/title/tt10048342"" target=""_blank"">The Queen's Gambit</a>",The Queen's Gambit,23 Oct 2020,Drama,395 min,8.5,"612,306",
tt2306299,Vikings,2013,2020.0,118,8.5,618262,"Ciaran Donnelly, Ken Girotti, Steve Saint Leger, Jeff Woolnough, Helen Shaver, Daniel Grou, David Frazee, Joshua Zimmerman, David Wellington, Johan Renck, Kari Skogland, Kelly Makin, Sarah Harding, Ben Bolt, Paddy Breathnach, Anthony Karkosza, Karla Braun, Katheryn Winnick","Michael Hirst, Justin Pollard","Action, Adventure, Drama","<a href=""https://www.imdb.com/title/tt2306299"" target=""_blank"">tt2306299</a>","<a href=""https://www.imdb.com/title/tt2306299"" target=""_blank"">Vikings</a>",Vikings,03 Mar 2013,"Action, Adventure, Drama",44 min,8.5,"618,823",
tt1442437,Modern Family,2009,2020.0,119,8.5,517038,"Gail Mancuso, Steven Levitan, Beth McCarthy-Miller, Michael Spiller, Jason Winer, James R. Bagdonas, James Alan Hensz, Fred Savage, Chris Koch, Jeffrey Walker, Ryan Case, Alisa Statman, Eric Dean Seaton, Scott Ellis, Reginald Hudlin, Randall Einhorn, Bryan Cranston, Ken Whittingham, John Riggi, Elaine Ko, Julie Bowen, Abraham Higginbotham, Helena Lamb, Iwona Sapienza, Seth Gordon, Kevin Rodney Sullivan, Dean Parisot, Adam Shankman, Jeff Melman, Fred Goss, Lev L. Spiro, Claire Scanlon, Phil Traill, Michelle MacLaren, Kat Coiro, Jaffar Mahmood, Trey Clinesmith, Jason Z. Kemp","Steven Levitan, Christopher Lloyd, Elaine Ko, Ryan Walls, Jessica Poter, Paul Corrigan, Brad Walsh, Jeffrey Richman, Danny Zuker, Abraham Higginbotham, Bill Wrubel, Stephen Lloyd, Dan O'Shannon, Jon Pollack, Vali Chandrasekaran, Sameer Gardezi, Ben Karlin, Jack Burditt, Chuck Tatham, Megan Ganz, Ilana Wernick, Andy Gordon, Joe Lawson, Cindy Chupack, Christy Stratton, Vanessa McCarthy, Bianca Douglas, Becky Mann, Audra Sielaff, Kenny Schwartz, Rick Wiener, Morgan Murphy, Jerry Collins, Alex Herschlag, Caroline Williams, Carol Leifer, Emily Spivey, Daisy Gardner, Anthony Lombardo, Clint McCray, Matt Plonsker","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt1442437"" target=""_blank"">tt1442437</a>","<a href=""https://www.imdb.com/title/tt1442437"" target=""_blank"">Modern Family</a>",Modern Family,23 Sep 2009,"Comedy, Drama, Romance",22 min,8.5,"511,285",
tt4158110,Mr. Robot,2015,2019.0,120,8.5,441963,"Sam Esmail, Jim McKay, Tricia Brock, Deborah Chow, Nisha Ganatra, Niels Arden Oplev, Christoph Schrewe","Sam Esmail, Randolph Leon, Jeff McKibben, Adam Penn, Amelia Gray, Ted Kupper, Robbie Pickering, Courtney Looney, Kyle Bradstreet, Kor Adana, Kate Erickson, David Iserson, Lucy Teitler","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt4158110"" target=""_blank"">tt4158110</a>","<a href=""https://www.imdb.com/title/tt4158110"" target=""_blank"">Mr. Robot</a>",Mr. Robot,24 Jun 2015,"Crime, Drama, Thriller",49 min,8.5,"440,930",
tt5071412,Ozark,2017,2022.0,121,8.5,370925,"Jason Bateman, Alik Sakharov, Andrew Bernstein, Amanda Marsalis, Ellen Kuras, Daniel Sackheim, Ben Semanoff, Phil Abraham, Cherien Dabis, Robin Wright, Melissa Hickey, Laura Linney","Bill Dubuque, Mark Williams, Paul Kolsby, Ning Zhou, Martin Zimmerman, Chris Mundy, Miki Johnson, John Shiban, Ryan Farley, Laura Deeley, Alyson Feltes, Whit Anderson, David Manson, Michael M. Chang, Jed Rapp Goldstein","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt5071412"" target=""_blank"">tt5071412</a>","<a href=""https://www.imdb.com/title/tt5071412"" target=""_blank"">Ozark</a>",Ozark,21 Jul 2017,"Crime, Drama, Thriller",60 min,8.5,"369,847",
tt1124373,Sons of Anarchy,2008,2014.0,122,8.5,340734,"Paris Barclay, Guy Ferland, Gwyneth Horder-Payton, Peter Weller, Billy Gierhart, Kurt Sutter, Stephen Kay, Adam Arkin, Terrence O'Hara, Paul Maibaum, Phil Abraham, Allen Coulter, Michael Dinner, Charles Haid, Tim Hunter, Seith Mann, Mario Van Peebles, Karen Gaviola, Charles Murray, Craig Yahata","Kurt Sutter, Chris Collins, Roberto Patino, Brady Dahl, Marco Ramirez, Dave Erickson, Brett Conrad, Gladys Rodriguez, Misha Green, Regina Corrado, Liz Sagal, Mike Daniels, Kem Nunn, Jack LoGiudice, Nichole Beattie, Charles Murray, Peter Elkoff, John Barcheski, Adria Lang, Pat Charles, James D. Parriott, Stevie Long, Cori Uchida, Julie Bush, Vaun Wilmott, David Labrava, Josh Botana","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt1124373"" target=""_blank"">tt1124373</a>","<a href=""https://www.imdb.com/title/tt1124373"" target=""_blank"">Sons of Anarchy</a>",Sons of Anarchy,03 Sep 2008,"Crime, Drama, Thriller",45 min,8.5,"340,237",
tt1586680,Shameless,2011,2021.0,123,8.5,311872,"Iain B. MacDonald, Mark Mylod, Christopher Chulack, John Wells, Anthony Hemingway, Mimi Leder, David Nutter, Sanaa Hamri, Silver Tree, Peter Segal, William H. Macy, Zetna Fuentes, John Dahl, Alex Graves, Gary B. Goldman, Wendey Stanzler, Allison Liddi-Brown, Emmy Rossum, Erin Feeley, Loren Yaconelli, Anthony Hardwick, Adam Bernstein, Scott Frank, Todd Holland, Stephen Hopkins, Daisy von Scherler Mayer, Craig Zisk, Danny Cannon, Randall Einhorn, J. Michael Muro, Steve Shill, James Ponsoldt, Richie Keen, Michael Uppendahl, Nisha Ganatra, Ruben Garcia, Rob Hardy, Jake Schreier, Lynn Shelton, John M. Valerio, Regina King, Michael Morris, Kat Coiro, Anna Mastro, Jeffrey Reiner, Jennifer Arnold, Shari Springer Berman, Robert Pulcini, Roberto Sneider, Rose Troche, Kevin Bray, Jude Weng, Satya Bhabha, Daniella Eisman, Shanola Hampton","Paul Abbott, John Wells, Nancy M. Pimental, Dominique Morrisseau, Etan Frankel, Lisa Morales, Sherman Payne, LaToya Morgan, Sheila Callaghan, Corina Maritescu, Nathan Louis Jackson, Krista Vernoff, Davey Holmes, Joe Lawson, Molly Smith Metzler, Philip Buiser, Alex Borstein, Mike O'Malley, Cindy Caponera, Mark Steilen, Daniel Brocklehurst, William H. Macy, Steven Schachter","Comedy, Drama","<a href=""https://www.imdb.com/title/tt1586680"" target=""_blank"">tt1586680</a>","<a href=""https://www.imdb.com/title/tt1586680"" target=""_blank"">Shameless</a>",Shameless,09 Jan 2011,"Comedy, Drama",46 min,8.5,"312,399",
tt6763664,The Haunting of Hill House,2018,2018.0,124,8.5,310524,Mike Flanagan,"Mike Flanagan, Shirley Jackson, Meredith Averill, Jeff Howard, Charise Castro Smith, Rebecca Klingel, Scott Kosar, Liz Phang","Drama, Horror, Mystery","<a href=""https://www.imdb.com/title/tt6763664"" target=""_blank"">tt6763664</a>","<a href=""https://www.imdb.com/title/tt6763664"" target=""_blank"">The Haunting of Hill House</a>",The Haunting of Hill House,12 Oct 2018,"Drama, Horror, Mystery",572 min,8.5,"309,942",
tt1439629,Community,2009,2015.0,125,8.5,303722,"Tristram Shapeero, Joe Russo, Anthony Russo, Rob Schrab, Jay Chandrasekhar, Adam Davidson, Justin Lin, Duke Johnson, Steven K. Tsuchida, Kyle Newacheck, Victor Nelli Jr., Nat Faxon, Jim Rash, Seth Gordon, Anthony Hemingway, Gail Mancuso, Ken Whittingham, Richard Ayoade, Fred Goss, Jeff Melman, Steven Sprung, Dan Eckman, Tricia Brock, Michael Patrick Jann, Beth McCarthy-Miller, Bobcat Goldthwait","Dan Harmon, Tim Saccardo, Andrew Guest, Carol Kolb, Monica Padrick, Ryan Ridley, Alex Rubens, Dino Stamatopoulos, Dan Guterman, Matt Roller, Jordan Blum, Parker Deay, Donald Diego, Liz Cackowski, Chris McKenna, Andy Bobrow, Hilary Winston, Megan Ganz, Tim Hobert, Emily Cutler, Karey Dornetto, Adam Countee, Steve Basilone, Annie Mebane, Jon Pollack, Maggie Bandur, Zach Paez, Lauren Pomerantz, Matt Murray, Jessie Miller, Garrett Donovan, Neil Goldman, Chris Kula, Sona Panos, Alex Cooley, Alex Cuthbertson, Matt Fusfeld, Vera Santamaria, Matt Warburton, Hunter Covington, Gene Hong, Jack Kukoda, Jim Rash, Ben Wexler, Erik Sommers, Briggs Hatton, Clay Lapari, Matt Lawton, Mark Stegemann, Dean Young",Comedy,"<a href=""https://www.imdb.com/title/tt1439629"" target=""_blank"">tt1439629</a>","<a href=""https://www.imdb.com/title/tt1439629"" target=""_blank"">Community</a>",Community,17 Sep 2009,Comedy,22 min,8.5,"303,867",
tt2243973,Hannibal,2013,2015.0,126,8.5,292912,"Michael Rymer, Guillermo Navarro, Vincenzo Natali, David Slade, Tim Hunter, John Dahl, Peter Medak, James Foley, David Semel, Marc Jobst, Adam Kane, Neil Marshall","Bryan Fuller, Thomas Harris, Steve Lightfoot, Scott Nimerfro, Jeff Vlaming, Chris Brancato, Andrew Black, Nick Antosca, Kai Wu, Jennifer Schuur, Don Mancini, Jesse Alexander, David Fury, Jim Danger Gray, Ayanna Floyd, Jason Grote, Angelina Burnett, Tom de Ville, Angela LaManna, Helen Shang","Crime, Drama, Horror","<a href=""https://www.imdb.com/title/tt2243973"" target=""_blank"">tt2243973</a>","<a href=""https://www.imdb.com/title/tt2243973"" target=""_blank"">Hannibal</a>",Hannibal,09 Feb 2001,"Crime, Drama, Thriller",131 min,6.8,"303,710","$165,092,268"
tt0149460,Futurama,1999,,127,8.5,271410,"Peter Avanzino, Rich Moore, Bret Haaland, Gregg Vanzo, Dwayne Carey-Hill, Crystal Chesney, Ron Hughart, Brian Sheesley, Edmund Fong, Frank Marino, Raymie Muzquiz, Stephen Sandoval, Susie Dietter, Mark Ervin, Chris Loudon, James Purdum, Swinton O. Scott III, Corey Barnes, Chris Sauve, Ray Claffey, Lance Kramer, Andrew Han, Ira Sherak, Jeffrey Lynch, Patty Shinagawa, Wesley Archer, James Kim, Carlos Baeza, Ashley Lenz, Kevin O'Brien","David X. Cohen, Matt Groening, Dan Vebber, Jeff Westbrook, Kristin Gore, Ken Keeler, Eric Horsted, David Mirsky, Patric M. Verrone, Aaron Ehasz, Eric Rogers, Eric Kaplan, Lew Morton, Cody Ziglar, Shirin Najafi, J. Stewart Burns, Michael Rowe, Justin Adler, Matt Karis, Bill Odenkirk, Josh Weinstein, Jeanette Lim, Maiya Williams, Ron Weiner, David A. Goodman, Ariel Ladensohn, Evan Gore, Brian Kelley, Heather Lombard, Darin Henry, Jason Gorbett, Scott Kirby, Neil Mukhopadhyay, Michael Saikin, Ari Kaplan","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt0149460"" target=""_blank"">tt0149460</a>","<a href=""https://www.imdb.com/title/tt0149460"" target=""_blank"">Futurama</a>",Futurama,28 Mar 1999,"Animation, Adventure, Comedy",22 min,8.5,"270,745",
tt14452776,The Bear,2022,,128,8.5,270895,"Christopher Storer, Joanna Calo, Duccio Fabbri, Ramy Youssef, Ayo Edebiri, Janicza Bravo","Christopher Storer, Catherine Schetina, Karen Joseph Adcock, Sofya Levitsky-Weitz, Joanna Calo, Alex O'Keefe, Rene Gube, Alex Russell, Kelly Galuska, Stacy Osei-Kuffour, Will Guidara, Matty Matheson, Courtney Storer, Lionel Boyce, Ayo Edebiri","Comedy, Drama","<a href=""https://www.imdb.com/title/tt14452776"" target=""_blank"">tt14452776</a>","<a href=""https://www.imdb.com/title/tt14452776"" target=""_blank"">The Bear</a>",The Bear,23 Jun 2022,"Comedy, Drama",N/A,8.5,"269,492",
tt1442449,Spartacus,2010,2013.0,129,8.5,266970,"Jesse Warn, Michael Hurst, Rick Jacobson, Mark Beesley, T.J. Scott, Chris Martin-Jones, Grady Hall, Glenn Standring, Rowan Woods, Brendan Maher, John Fawcett","Steven S. DeKnight, Aaron Helbing, Todd Helbing, Miranda Kwok, Allison Miller, Brent Fletcher, Tracy Bellomo, Daniel Knauf, Seamus Kevin Fahey, Jed Whedon, Andrew Chambliss, Dan Filie, Patricia Wells, Misha Green, Jeffrey Bell, David Kob, Mark Leitner","Action, Adventure, Biography","<a href=""https://www.imdb.com/title/tt1442449"" target=""_blank"">tt1442449</a>","<a href=""https://www.imdb.com/title/tt1442449"" target=""_blank"">Spartacus</a>",Spartacus,22 Jan 2010,"Action, Adventure, Biography",55 min,8.5,"267,111",
tt0106179,The X-Files,1993,2018.0,130,8.6,262832,"Kim Manners, Rob Bowman, David Nutter, Chris Carter, R.W. Goodwin, Tony Wharmby, Michael W. Watkins, Daniel Sackheim, Michael Lange, James Wong, Jim Charleston, Cliff Bole, William A. Graham, Peter Markle, David Duchovny, Thomas J. Wright, Rod Hardy, Glen Morgan, Jerrold Freedman, Joe Napolitano, Larry Shaw, Tucker Gates, Vince Gilligan, Richard Compton, Frank Spotnitz, Darin Morgan, Fred Gerber, Michael Katleman, Harry Longstreet, Robert Mandel, Win Phelps, Stephen Surjik, James A. Contner, Nick Marck, Michael Vejar, James Whitmore Jr., Brett Dowler, Allen Coulter, Ralph Hemecker, Robert Lieberman, Bryan Spicer, Gillian Anderson, Paul Shapiro, Terrence O'Hara, Barry K. Thomas, Dwight H. Little, Michelle MacLaren, John Shiban, Carol Banker, Holly Dale, Kevin Hooks","Chris Carter, Frank Spotnitz, John Shiban, Jeffrey Bell, Steven Maeda, Greg Walker, Vince Gilligan, Darin Morgan, David Amann, Jeff Vlaming, Howard Gordon, Tim Minear, Thomas Schnauz, Glen Morgan, James Wong, Dan Angel, Billy Brown, Brad Follmer, Benjamin Van Allen, David Duchovny, Alex Gansa, Paul Brown, Chris Ruppenthal, Kim Newton, Sara B. Cooper, William Gibson, Tom Maddox, Daniel Arkin, Kenneth Biller, Chris Brancato, Larry Barber, Paul Barber, Scott Kaufer, Marilyn Osborn, Charles Grant Craig, Steve De Jarnatt, Mat Beck, Valerie Mayhew, Vivian Mayhew, R.W. Goodwin, David Greenwalt, Stephen King, Jessica Scott, Mike Wollaeger, Jim Guttridge, Kenneth H. Hawryliw, Gillian Anderson, William B. Davis, Chip Johannessen, Margaret Fearon, Anne Simon, Kristen Cloke, Shannon Hamblin, Karen Nielsen, Gabe Rotter","Adventure, Crime, Drama","<a href=""https://www.imdb.com/title/tt0106179"" target=""_blank"">tt0106179</a>","<a href=""https://www.imdb.com/title/tt0106179"" target=""_blank"">The X-Files</a>",The X-Files,10 Sep 1993,"Adventure, Crime, Drama",45 min,8.6,"262,046",
tt0436992,Doctor Who,2005,2022.0,131,8.5,257569,"Graeme Harper, Euros Lyn, Douglas Mackinnon, Jamie Magnus Stone, James Strong, Rachel Talalay, Charlie Palmer, James Hawes, Joe Ahearne, Toby Haynes, Nick Hurran, Saul Metzstein, Richard Clark, Julian Simpson, Daniel Nettheim, Jamie Childs, Keith Boak, Hettie Macdonald, Colin Teague, Adam Smith, Paul Wilmshurst, Edward Bazalgette, Wayne Che Yip, Lee Haven Jones, Azhur Saleem, Alice Troughton, Jonny Campbell, Andrew Gunn, Catherine Morshead, Ashley Way, Farren Blackburn, Jeremy Webb, Jamie Payne, Paul Murphy, Ben Wheatley, Justin Molotnikov, Daniel O'Hara, Bill Anderson, Lawrence Gough, Sallie Aprahamian, Jennifer Perrott, Mark Tonderai, Nida Manzoor, Emma Sullivan, Brian Grant, Dan Zeff, Andy Goddard, Peter Hoar, Steve Hughes, Richard Senior, Mat King, Colm McCarthy, Stephen Woolfenden, Sheree Folkson, Annetta Laufer, Haolu Wang","Sydney Newman, Steven Moffat, Chris Chibnall, Russell T. Davies, Terry Nation, Gerry Davis, Kit Pedler, Robert Holmes, Mark Gatiss, Toby Whithouse, Gareth Roberts, Malcolm Hulke, Helen Raynor, Peter Harness, Jamie Mathieson, Paul Cornell, Matthew Graham, Tom MacRae, Stephen Greenhorn, Steve Thompson, Robert Banks Stewart, Bob Baker, Dave Martin, Matt Jones, Phil Ford, Neil Gaiman, Brian Hayles, Neil Cross, Frank Cottrell Boyce, Sarah Dollard, Ed Hime, Pete McTighe, Vinay Patel, Maxine Alderton, Robert Shearman, James Moran, Keith Temple, Richard Curtis, Simon Nye, Catherine Tregenna, Mike Bartlett, Rona Munro, Malorie Blackman, Tim Price, Joy Wilkinson, Charlene James, Nina Metivier, Ella Road, Marc Platt","Adventure, Drama, Sci-Fi","<a href=""https://www.imdb.com/title/tt0436992"" target=""_blank"">tt0436992</a>","<a href=""https://www.imdb.com/title/tt0436992"" target=""_blank"">Doctor Who</a>",Doctor Who,17 Mar 2006,"Adventure, Drama, Sci-Fi",45 min,8.5,"257,803",
tt0436992,Doctor Who,2005,2022.0,131,8.5,257569,"Graeme Harper, Euros Lyn, Douglas Mackinnon, Jamie Magnus Stone, James Strong, Rachel Talalay, Charlie Palmer, James Hawes, Joe Ahearne, Toby Haynes, Nick Hurran, Saul Metzstein, Richard Clark, Julian Simpson, Daniel Nettheim, Jamie Childs, Keith Boak, Hettie Macdonald, Colin Teague, Adam Smith, Paul Wilmshurst, Edward Bazalgette, Wayne Che Yip, Lee Haven Jones, Azhur Saleem, Alice Troughton, Jonny Campbell, Andrew Gunn, Catherine Morshead, Ashley Way, Farren Blackburn, Jeremy Webb, Jamie Payne, Paul Murphy, Ben Wheatley, Justin Molotnikov, Daniel O'Hara, Bill Anderson, Lawrence Gough, Sallie Aprahamian, Jennifer Perrott, Mark Tonderai, Nida Manzoor, Emma Sullivan, Brian Grant, Dan Zeff, Andy Goddard, Peter Hoar, Steve Hughes, Richard Senior, Mat King, Colm McCarthy, Stephen Woolfenden, Sheree Folkson, Annetta Laufer, Haolu Wang","Sydney Newman, Steven Moffat, Chris Chibnall, Russell T. Davies, Terry Nation, Gerry Davis, Kit Pedler, Robert Holmes, Mark Gatiss, Toby Whithouse, Gareth Roberts, Malcolm Hulke, Helen Raynor, Peter Harness, Jamie Mathieson, Paul Cornell, Matthew Graham, Tom MacRae, Stephen Greenhorn, Steve Thompson, Robert Banks Stewart, Bob Baker, Dave Martin, Matt Jones, Phil Ford, Neil Gaiman, Brian Hayles, Neil Cross, Frank Cottrell Boyce, Sarah Dollard, Ed Hime, Pete McTighe, Vinay Patel, Maxine Alderton, Robert Shearman, James Moran, Keith Temple, Richard Curtis, Simon Nye, Catherine Tregenna, Mike Bartlett, Rona Munro, Malorie Blackman, Tim Price, Joy Wilkinson, Charlene James, Nina Metivier, Ella Road, Marc Platt","Adventure, Drama, Sci-Fi","<a href=""https://www.imdb.com/title/tt0436992"" target=""_blank"">tt0436992</a>","<a href=""https://www.imdb.com/title/tt0436992"" target=""_blank"">Doctor Who</a>",Doctor Who,17 Mar 2006,"Adventure, Drama, Sci-Fi",45 min,8.5,"257,803",
